Maximum_length;Maximum_weight;Maximum_longevity;Rheophily;Limnophily;Long_migration;Potamodromy;Benthic;Water_column;Invertivory;Omnivory;Piscivory;Tolerance;Intolerance;Fusiform_shape;Elongated_form;Eel-like_form;Reproductive_span;Lithophily;Phytophily;Mean_fecundity;Maximum_fecundity;Egg_size;Parental_care;Age_maturity;Length_maturity;Single_spawning;Species;Database
;;;;;;0;;1;0;1;;;0;;;;;0;;;;;;;;;Iberochondrostoma almacai;16
;;;;;;0;;1;0;1;;;0;;;;;0;;;;;;;;;Iberochondrostoma lemmingii;16
;;;;;;0;;1;0;1;;;0;;;;;0;;;;;;;;;Iberochondrostoma lusitanicum;16
;;;;;;0;;1;0;1;;;0;;;;;0;;;;;;;;;Iberochondrostoma olisiponensis;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma oretanum;16
;;;;;;0;;0;0;1;;;0;;;;;0;;;;;;;;;Ictalurus punctatus;16
;;;;;;0;;0;0;0;;;0;;;;;1;;;;;;;;;Lampetra alavariensis;16
;;;;;;0;;0;0;0;;;0;;;;;1;;;;;;;;;Lampetra auremensis;16
;;;;;;0;;0;0;0;;;0;;;;;1;;;;;;;;;Lampetra fluviatilis;16
;;;;;;0;;0;0;0;;;0;;;;;1;;;;;;;;;Lampetra lusitanica;16
;;;;;;0;;0;0;0;;;0;;;;;1;;;;;;;;;Lampetra planeri;16
;;;;;;0;;0;0;0;;;0;;;;;0;;;;;;;;;Lepomis gibbosus;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Leuciscus aspius;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Liza aurata;16
;;;;;;1;;1;0;1;;;0;;;;;1;;;;;;;;;Luciobarbus bocagei;16
;;;;;;1;;1;0;1;;;0;;;;;1;;;;;;;;;Luciobarbus comizo;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus graellsii;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus guiraonis;16
;;;;;;1;;1;0;1;;;0;;;;;1;;;;;;;;;Luciobarbus microcephalus;16
;;;;;;1;;1;0;1;;;0;;;;;1;;;;;;;;;Luciobarbus sclateri;16
;;;;;;0;;0;0;0;;;0;;;;;0;;;;;;;;;Micropterus salmoides;16
;;;;;;;;0;;;;;;;;;;;;;;;;;;;Misgurnus anguillicaudatus;16
;;;;;;0;;;0;1;;;0;;;;;0;;;;;;;;;Mugil cephalus;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Oncorhynchus kisutch;16
;;;;;;0;;0;1;0;;;0;;;;;1;;;;;;;;;Oncorhynchus mykiss;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Parachondrostoma arrigonis;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Parachondrostoma miegii;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Parachondrostoma turiense;16
;;;;;;0;;0;0;0;;;0;;;;;0;;;;;;;;;Perca fluviatilis;16
;;;;;;0;;0;0;0;;;1;;;;;1;;;;;;;;;Petromyzon marinus;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Phoxinus bigerri;16
;;;;;;0;;0;1;0;;;0;;;;;0;;;;;;;;;Platichthys flesus;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pomatoschistus microps;16
;;;;;;1;;1;0;1;;;0;;;;;1;;;;;;;;;Pseudochondrostoma duriense;16
;;;;;;1;;1;0;1;;;0;;;;;1;;;;;;;;;Pseudochondrostoma polylepis;16
;;;;;;1;;1;0;1;;;0;;;;;1;;;;;;;;;Pseudochondrostoma willkommii;16
;;;;;;0;;0;0;0;;;0;;;;;0;;;;;;;;;Pseudorasbora parva;16
;;;;;;0;;0;0;1;;;0;;;;;0;;;;;;;;;Rutilus rutilus;16
;;;;;;0;;0;1;0;;;0;;;;;1;;;;;;;;;Salaria fluviatilis;16
;;;;;;0;;0;1;0;;;1;;;;;1;;;;;;;;;Salmo salar;16
;;;;;;1;;1;1;0;;;1;;;;;1;;;;;;;;;Salmo trutta;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Salvelinus fontinalis;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Salvelinus umbla;16
;;;;;;0;;0;0;0;;;0;;;;;0;;;;;;;;;Sander lucioperca;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Scardinius erythrophthalmus;16
;;;;;;0;;0;0;0;;;0;;;;;0;;;;;;;;;Silurus glanis;16
;;;;;;0;;0;1;0;;;0;;;;;1;;;;;;;;;Squalius alburnoides;16
;;;;;;0;;0;1;0;;;0;;;;;1;;;;;;;;;Squalius aradensis;16
;;;;;;0;;0;1;0;;;0;;;;;1;;;;;;;;;Squalius carolitertii;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius castellanus;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius laietanus;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius malacitanus;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius palaciosi;16
;;;;;;0;;0;1;0;;;0;;;;;1;;;;;;;;;Squalius pyrenaicus;16
;;;;;;0;;0;1;0;;;0;;;;;1;;;;;;;;;Squalius torgalensis;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius valentinus;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Syngnathus abaster;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Tinca tinca;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Valencia hispanica;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Xiphophorus maculatus;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma arcasii;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma occidentale;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma oligolepis;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma salmantinum;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Acipenser sturio;17
;;;0;0;0;;;;;;;;;;;;;0;0;;;;;;;;Alburnus alburnus;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Alosa alosa;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Alosa fallax;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Ameiurus melas;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Anaecypris hispanica;17
;;;;;1;;;;;;;;;;;;;0;0;;;;;;;;Anguilla anguilla;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Aphanius baeticus;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Aphanius iberus;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Atherina boyeri;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Australoheros facetus;17
;;;1;0;0;;;;;;;;;;;;;0;0;;;;;;;;Barbatula barbatula;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbatula quignardi;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbus haasi;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbus meridionalis;17
;;;1;0;0;;;;;;;;;;;;;0;0;;;;;;;;Blicca bjoerkna;17
;;;0;1;0;;;;;;;;;;;;;0;1;;;;;;;;Carassius auratus;17
;;;0;0;0;;;;;;;;;;;;;0;1;;;;;;;;Carassius gibelio;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelon labrosus;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelon ramada;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis bilineata;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis calderoni;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis paludica;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis vettonica;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cottus aturi;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cottus hispaniolensis;17
;;;1;0;0;;;;;;;;;;;;;0;1;;;;;;;;Cyprinus carpio;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Dicentrarchus labrax;17
;;;0;0;0;;;;;;;;;;;;;0;1;;;;;;;;Esox lucius;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Fundulus heteroclitus;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gambusia holbrooki;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gasterosteus aculeatus;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gobio lozanoi;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gobio occitaniae;17
;;;1;0;0;;;;;;;;;;;;;1;0;;;;;;;;Hucho hucho;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma almacai;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma lemmingii;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma lusitanicum;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma olisiponensis;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma oretanum;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Ictalurus punctatus;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra alavariensis;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra auremensis;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra fluviatilis;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra lusitanica;17
;;;1;0;0;;;;;;;;;;;;;1;0;;;;;;;;Lampetra planeri;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lepomis gibbosus;17
;;;1;0;0;;;;;;;;;;;;;1;0;;;;;;;;Leuciscus aspius;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Liza aurata;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus bocagei;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus comizo;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus graellsii;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus guiraonis;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus microcephalus;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus sclateri;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Micropterus salmoides;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Misgurnus anguillicaudatus;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Mugil cephalus;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Oncorhynchus kisutch;17
;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;Oncorhynchus mykiss;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Parachondrostoma arrigonis;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Parachondrostoma miegii;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Parachondrostoma turiense;17
;;;0;0;0;;;;;;;;;;;;;0;0;;;;;;;;Perca fluviatilis;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Petromyzon marinus;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Phoxinus bigerri;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Platichthys flesus;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pomatoschistus microps;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pseudochondrostoma duriense;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pseudochondrostoma polylepis;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pseudochondrostoma willkommii;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pseudorasbora parva;17
;;;0;0;0;;;;;;;;;;;;;0;0;;;;;;;;Rutilus rutilus;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Salaria fluviatilis;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Salmo salar;17
;;;1;0;1;;;;;;;;;;;;;1;0;;;;;;;;Salmo trutta;17
;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;Salvelinus fontinalis;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Salvelinus umbla;17
;;;1;0;0;;;;;;;;;;;;;0;1;;;;;;;;Sander lucioperca;17
;;;0;1;0;;;;;;;;;;;;;0;1;;;;;;;;Scardinius erythrophthalmus;17
;;;1;0;0;;;;;;;;;;;;;0;1;;;;;;;;Silurus glanis;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius alburnoides;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius aradensis;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius carolitertii;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius castellanus;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius laietanus;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius malacitanus;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius palaciosi;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius pyrenaicus;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius torgalensis;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius valentinus;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Syngnathus abaster;17
;;;0;1;0;;;;;;;;;;;;;0;1;;;;;;;;Tinca tinca;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Valencia hispanica;17
;;;;;;;;;;;;;;;;;;;;;;;;;;;Xiphophorus maculatus;17
25;;;;;;;0;0;;;;;;1;0;0;2;;;;;;0;2;;1;Achondrostoma arcasii;18
9.5;;;;;;;0;0;;;;;;;;;2;;;;;;;;;1;Achondrostoma occidentale;18
25;;;;;;;0;0;;;;;;0;1;0;;;;;;;0;;;;Achondrostoma oligolepis;18
6.8;;;;;;;0;0;;;;;;;;;;;;;;;;;;;Achondrostoma salmantinum;18
600;400000;100;;;1;0;1;0;;;;;;0;1;0;2;1;0;;2500000;2.8;0;8;120;1;Acipenser sturio;18
25;60;;;;0;1;0;0;;;;;;1;0;0;3;;;;14695;0.8;0;2;8.9;1;Alburnus alburnus;18
69;4000;10;;;1;0;0;1;;;;;;1;0;0;1;1;0;;600000;;0;3;45;1;Alosa alosa;18
60;1500;25;;;1;0;0;1;;;;;;1;0;0;2;;;;200000;1.5;0;2;;0;Alosa fallax;18
66;3620;10;;;0;0;1;0;;;;;;1;0;0;3;;;;;;1;3;;1;Ameiurus melas;18
7.5;;3;;;;;0;1;;;;;;0;1;0;2;;;;;;0;1;3.5;0;Anaecypris hispanica;18
121.5;6599;88;;;1;0;1;0;;;;;;0;0;1;3;0;0;;3000000;;0;8;45;1;Anguilla anguilla;18
3;;;;;;;0;0;;;;;;1;0;0;6;;;;;;0;0.3;;0;Aphanius baeticus;18
5.5;;;;;0;0;0;0;;;;;;1;0;0;3;;;;;;0;0.5;;0;Aphanius iberus;18
20;;4;;;0;0;1;0;;;;;;0;1;0;3;;;;10188;;0;1;4.9;0;Atherina boyeri;18
19.3;;10;;;;;0;0;;;;;;0;0;0;;;;;1000;;1;1;;1;Australoheros facetus;18
21;200;7;;;0;1;1;0;;;;;;1;0;0;3;0;0;;;;0;1;;0;Barbatula barbatula;18
7;;;;;;;1;0;;;;;;0;1;0;3;;;;;;;;4;;Barbatula quignardi;18
30;;;;;;;0;0;;;;;;1;0;0;3;;;;;;0;2;;1;Barbus haasi;18
27;200;;;;;;0;0;;;;;;1;0;0;2;;;;26370;;0;;;1;Barbus meridionalis;18
45.5;1000;;;;0;1;1;0;;;;;;1;0;0;3;0;1;;100000;;0;3;13;1;Blicca bjoerkna;18
48;;41;;;0;1;0;0;;;;;;1;0;0;2;0;1;;400000;;0;1;;0;Carassius auratus;18
46.6;3000;10;;;;;;;;;;;;1;0;0;2;;;;;;;;10.3;;Carassius gibelio;18
75;4500;25;;;1;0;1;0;;;;;;0;1;0;3;;;;;;0;3;25;1;Chelon labrosus;18
70;2900;10;;;1;0;0;1;;;;;;1;0;0;4;0;0;;1243000;;0;3;25;1;Chelon ramada;18
6.5;;4;;;;;1;0;;;;;;0;1;0;5;0;0;;;;0;2;;1;Cobitis bilineata;18
10;;3;;;;;1;0;;;;;;0;1;0;2.5;0;0;;;;0;1;;0;Cobitis calderoni;18
7;;5;;;0;0;1;0;;;;;;0;1;0;4;0;0;;1397;;0;1;5.8;0;Cobitis paludica;18
6;;;;;;;1;0;;;;;;0;1;0;3;;;;;;0;;;1;Cobitis vettonica;18
10;;;;;;;0;0;;;;;;;;;;;;;;;;;;;Cottus aturi;18
10.5;12;;;;;;;;;;;;;;;;;;;;;;;;;;Cottus hispaniolensis;18
120;40090;38;;;0;1;0;0;;;;;;1;0;0;2;0;1;;2208000;;0;1;15;0;Cyprinus carpio;18
103;12000;30;;;0;0;1;0;;;;;;1;0;0;3;;;;808581;1.3;0;3;23;0;Dicentrarchus labrax;18
137;28350;30;;;0;1;1;0;;;;;;0;1;0;3;;;;600000;;0;1;25;0;Esox lucius;18
15;;4;;;0;0;0;0;;;;;;1;0;0;3;0;0;;;;0;1;3.5;1;Fundulus heteroclitus;18
4.7;;;;;0;1;0;0;;;;;;1;0;0;7;;;;354;;1;;;1;Gambusia holbrooki;18
11;;8;;;1;0;0;0;;;;;;1;0;0;2;0;0;;1300;1.7;1;1;;0;Gasterosteus aculeatus;18
13.5;;;;;;;0;0;;;;;;1;0;0;;;;;;;;;;;Gobio lozanoi;18
12.7;;;;;;;0;0;;;;;;0;1;0;;;;;;;;;;;Gobio occitaniae;18
150;52000;20;;;0;1;0;0;;;;;;1;0;0;3;1;0;;27000;;0;4;70;1;Hucho hucho;18
14.8;;4;;;;;0;1;;;;;;1;0;0;;;;;;1.3;;;;;Iberochondrostoma almacai;18
25;;;;;;;;;;;;;;0;1;0;2;;;;;;;1;4.1;;Iberochondrostoma lemmingii;18
15.1;;;;;;;0;0;;;;;;0;1;0;;;;;;;0;;;1;Iberochondrostoma lusitanicum;18
;;;;;;;0;0;;;;;;;;;;;;;;;;;;;Iberochondrostoma olisiponensis;18
9;;;;;;;0;0;;;;;;0;1;0;;;;;;;;;;;Iberochondrostoma oretanum;18
132;26300;24;;;;;0;0;;;;;;1;0;0;1;0;0;;;;1;2;;0;Ictalurus punctatus;18
;;;;;;;;;;;;;;0;0;1;;;;;;;;;;1;Lampetra alavariensis;18
;;;;;;;;;;;;;;0;0;1;;;;;;;;;;1;Lampetra auremensis;18
50;150;10;;;1;0;1;0;;;;;;0;0;1;3;;;;42500;;1;4;8;1;Lampetra fluviatilis;18
;;;;;;;;;;;;;;0;0;1;;;;;;;;;;1;Lampetra lusitanica;18
20.5;;7;;;0;1;1;0;;;;;;0;0;1;2;1;0;;10000;;1;3;5;0;Lampetra planeri;18
40;630;12;;;0;1;0;0;;;;;;0;0;0;4;;;;;;1;1;;1;Lepomis gibbosus;18
120;9000;11;;;0;1;0;0;;;;;;1;0;0;3;0;0;;1000000;;0;3;;1;Leuciscus aspius;18
59;;;;;1;0;0;1;;;;;;1;0;0;3;0;0;;1480000;;0;3;;1;Liza aurata;18
80;;11;;;;;0;0;;;;;;1;0;0;2;;;;;;0;6;18;1;Luciobarbus bocagei;18
80;;;;;;;0;0;;;;;;0;1;0;;;;;;;0;;;1;Luciobarbus comizo;18
80;;16;;;0;0;0;0;;;;;;0;1;0;4;;;;;;0;4;15;1;Luciobarbus graellsii;18
50;;7;;;;;0;0;;;;;;1;0;0;3;;;;;;0;;;1;Luciobarbus guiraonis;18
40.3;;;;;;;0;0;;;;;;0;1;0;3;;;;;;0;;;1;Luciobarbus microcephalus;18
29.7;;18;;;;;0;0;;;;;;1;0;0;4;;;;;;0;4;11;0;Luciobarbus sclateri;18
97;10090;23;;;;;0;0;;;;;;1;0;0;4;0;0;;25000;;1;1;;1;Micropterus salmoides;18
28;;;;;;;1;0;;;;;;0;1;0;;0;0;;2000;;0;;;1;Misgurnus anguillicaudatus;18
100;;16;;;1;0;0;0;;;;;;1;0;0;5;;;;7000000;;0;2;20;1;Mugil cephalus;18
108;15170;5;;;1;0;1;0;;;;;;1;0;0;;1;0;;5700;;0;2;;1;Oncorhynchus kisutch;18
122;25400;11;;;1;0;0;0;;;;;;1;0;0;5;1;0;;12749;4.5;0;2;15;1;Oncorhynchus mykiss;18
25;;;;;;;0;0;;;;;;0;1;0;3;;;;;;;;;;Parachondrostoma arrigonis;18
25;;;;;;;0;0;;;;;;0;1;0;3;;;;;;;2;;;Parachondrostoma miegii;18
25;;;;;;;0;0;;;;;;;;;3;;;;;;;;;;Parachondrostoma turiense;18
60;4750;22;;;1;0;1;0;;;;;;1;0;0;4;0;0;;300000;2.3;0;;11.2;1;Perca fluviatilis;18
120;2500;11;;;1;0;1;0;;;;;;0;0;1;3;1;0;;304000;;1;5;;1;Petromyzon marinus;18
6.6;;;;;;;0;0;;;;;;;;;;;;;;;;;;;Phoxinus bigerri;18
60;2930;15;;;1;0;1;0;;;;;;0;0;0;4;;;;2920230;;0;2;14;1;Platichthys flesus;18
9;;2.6;;;0;0;1;0;;;;;;1;0;0;8;0;0;;;0.9;1;0.8;2.7;1;Pomatoschistus microps;18
40;;;;;;;0;0;;;;;;0;1;0;3;;;;;;;;;;Pseudochondrostoma duriense;18
40;;;;;;;0;0;;;;;;0;1;0;4;;;;;;0;2;;1;Pseudochondrostoma polylepis;18
40;;;;;;;0;0;;;;;;1;0;0;1;;;;;;0;;;1;Pseudochondrostoma willkommii;18
12.5;;5;;;;;0;0;;;;;;1;0;0;3;1;0;;3060;;0;1;;1;Pseudorasbora parva;18
50.2;1840;14;;;0;1;0;0;;;;;;1;0;0;3;0;1;;733525;1.3;0;2;10;1;Rutilus rutilus;18
15.4;;5;;;;;1;0;;;;;;1;0;0;4;;;;1200;;1;1;;1;Salaria fluviatilis;18
150;46764;13;;;1;0;0;0;;;;;;1;0;0;1;1;0;;26000;;0;1;60;1;Salmo salar;18
140;50000;38;;;1;0;0;1;;;;;;1;0;0;3;1;0;;10000;;0;1;14.7;1;Salmo trutta;18
86;8000;24;;;1;0;0;0;;;;;;1;0;0;2;1;0;;5000;;0;1;;1;Salvelinus fontinalis;18
75;;;;;;;0;0;;;;;;1;0;0;2;;;;;;;2;;;Salvelinus umbla;18
100;20000;17;;;0;1;0;1;;;;;;1;0;0;5;1;0;;2957400;;1;1;23;1;Sander lucioperca;18
;;19;;;0;1;0;0;;;;;;1;0;0;1;0;1;;230000;;0;3;;0;Scardinius erythrophthalmus;18
500;306000;80;;;0;0;0;0;;;;;;0;1;0;2;0;1;;340461;3;1;2;;1;Silurus glanis;18
25;;;;;;;0;0;;;;;;1;0;0;3;;;;;;0;;;1;Squalius alburnoides;18
13.1;;;;;;;0;0;;;;;;1;0;0;;;;;;;;;;;Squalius aradensis;18
25;;;;;0;0;0;0;;;;;;1;0;0;3;;;;;;0;;;1;Squalius carolitertii;18
;;;;;;;0;0;;;;;;1;0;0;4;;;;;;;;;;Squalius castellanus;18
13.5;;;;;;;0;0;;;;;;1;0;0;;;;;;;;;;;Squalius laietanus;18
7.6;;;;;;;0;0;;;;;;1;0;0;;;;;;;;;;;Squalius malacitanus;18
20;;;;;;;1;0;;;;;;0;1;0;1;;;;;;0;;;1;Squalius palaciosi;18
26;;7;;;;;0;0;;;;;;1;0;0;4;;;;;;0;1;;1;Squalius pyrenaicus;18
11.8;;;;;;;0;0;;;;;;1;0;0;;;;;;;;;;;Squalius torgalensis;18
17.5;;;;;;;1;0;;;;;;1;0;0;4;;;;;;;;;;Squalius valentinus;18
21;;;;;0;0;1;0;;;;;;0;0;1;7;;;;60;;1;;;0;Syngnathus abaster;18
70;7500;;;;0;1;1;0;;;;;;1;0;0;4;0;1;;900000;0.9;0;;7;1;Tinca tinca;18
8;;4;;;0;0;1;0;;;;;;1;0;0;4;;;;300;;0;2;1.3;0;Valencia hispanica;18
4;;;;;0;0;0;0;;;;;;1;0;0;;;;;;;1;0.2;;1;Xiphophorus maculatus;18
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma arcasii;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma occidentale;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma oligolepis;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma salmantinum;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Acipenser sturio;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Alburnus alburnus;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Alosa alosa;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Alosa fallax;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Ameiurus melas;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Anaecypris hispanica;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Anguilla anguilla;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Aphanius baeticus;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Aphanius iberus;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Atherina boyeri;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Australoheros facetus;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbatula barbatula;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbatula quignardi;19
30;;35.5;;;;;;;;;;;;1;0;0;;0;1;5000;;;;1;2.5;0;Barbus haasi;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbus meridionalis;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Blicca bjoerkna;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Carassius auratus;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Carassius gibelio;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelon labrosus;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelon ramada;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis bilineata;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis calderoni;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis paludica;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis vettonica;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cottus aturi;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cottus hispaniolensis;19
120;;47;;;;;;;;;;;;1;0;0;;0;1;1122000;;;;3.5;40.5;1;Cyprinus carpio;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Dicentrarchus labrax;19
137;;26;;;;;;;;;;;;0;1;0;;0;1;303846;;;;3.5;44.2;1;Esox lucius;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Fundulus heteroclitus;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gambusia holbrooki;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gasterosteus aculeatus;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gobio lozanoi;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gobio occitaniae;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Hucho hucho;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma almacai;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma lemmingii;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma lusitanicum;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma olisiponensis;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma oretanum;19
132;;25;;;;;;;;;;;;1;0;0;;0;0;35800;;;;2.5;27.9;1;Ictalurus punctatus;19
